Mod:Item:MetaData, Localized Name
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:pickaxe, Pickaxe
tconstruct:shovel, Shovel
tconstruct:hatchet, Hatchet
tconstruct:mattock, Mattock
tconstruct:kama, Kama
tconstruct:hammer, Hammer
tconstruct:excavator, Excavator
tconstruct:lumberaxe, Lumberaxe
tconstruct:scythe, Scythe
tconstruct:broadsword, Broadsword
tconstruct:longsword, Longsword
tconstruct:rapier, Rapier
tconstruct:frypan, Frypan
tconstruct:battlesign, Battlesign
tconstruct:cleaver, Cleaver
tconstruct:shortbow, Shortbow
tconstruct:longbow, Longbow
tconstruct:crossbow, Crossbow
tconstruct:arrow, Arrow
tconstruct:bolt, Bolt
tconstruct:shuriken, Shuriken
tconstruct:seared:0, Seared Stone
tconstruct:seared:1, Seared Cobblestone
tconstruct:seared:2, Seared Paver
tconstruct:seared:3, Seared Bricks
tconstruct:seared:4, Cracked Seared Bricks
tconstruct:seared:5, Fancy Seared Bricks
tconstruct:seared:6, Square Seared Bricks
tconstruct:seared:7, Seared Road
tconstruct:seared:8, Seared Creeperface
tconstruct:seared:9, Triangle Seared Bricks
tconstruct:seared:10, Small Seared Bricks
tconstruct:seared:11, Seared Tiles
tconstruct:smeltery_controller:0, Smeltery Controller
tconstruct:seared_tank:0, Seared Tank
tconstruct:seared_tank:1, Seared Gauge
tconstruct:seared_tank:2, Seared Window
tconstruct:faucet:0, Seared Faucet
tconstruct:channel:0, Casting Channel
tconstruct:casting:0, Casting Table
tconstruct:casting:1, Casting Basin
tconstruct:smeltery_io:0, Seared Drain
tconstruct:seared_glass:0, Seared Glass
tconstruct:seared_furnace_controller:0, Seared Furnace Controller
tconstruct:tinker_tank_controller:0, Tinker Tank Controller
tconstruct:seared_slab:0, Seared Stone Slab
tconstruct:seared_slab:1, Seared Cobblestone Slab
tconstruct:seared_slab:2, Seared Paver Slab
tconstruct:seared_slab:3, Seared Bricks Slab
tconstruct:seared_slab:4, Cracked Seared Bricks Slab
tconstruct:seared_slab:5, Fancy Seared Bricks Slab
tconstruct:seared_slab:6, Square Seared Bricks Slab
tconstruct:seared_slab:7, Seared Road Slab
tconstruct:seared_slab2:0, Seared Creeperface Slab
tconstruct:seared_slab2:1, Triangle Seared Bricks Slab
tconstruct:seared_slab2:2, Small Seared Bricks Slab
tconstruct:seared_slab2:3, Seared Tile Slab
tconstruct:seared_stairs_stone:0, Seared Stone Stairs
tconstruct:seared_stairs_cobble:0, Seared Cobblestone Stairs
tconstruct:seared_stairs_paver:0, Seared Paver Stairs
tconstruct:seared_stairs_brick:0, Seared Bricks Stairs
tconstruct:seared_stairs_brick_cracked:0, Cracked Seared Bricks Stairs
tconstruct:seared_stairs_brick_fancy:0, Fancy Seared Bricks Stairs
tconstruct:seared_stairs_brick_square:0, Square Seared Bricks Stairs
tconstruct:seared_stairs_brick_triangle:0, Triangle Seared Bricks Stairs
tconstruct:seared_stairs_brick_small:0, Small Seared Bricks Stairs
tconstruct:seared_stairs_road:0, Seared Road Stairs
tconstruct:seared_stairs_tile:0, Seared Tile Stairs
tconstruct:seared_stairs_creeper:0, Seared Creeperface Stairs
tconstruct:cast:0, Blank Cast
tconstruct:cast:0, Tough Binding Cast
tconstruct:cast:0, Axe Head Cast
tconstruct:cast:0, Hand Guard Cast
tconstruct:cast:0, Excavator Head Cast
tconstruct:cast:0, Shard Cast
tconstruct:cast:0, Large Sword Blade Cast
tconstruct:cast:0, Tough Tool Rod Cast
tconstruct:cast:0, Pickaxe Head Cast
tconstruct:cast:0, Tool Rod Cast
tconstruct:cast:0, Broad Axe Head Cast
tconstruct:cast:0, Scythe Head Cast
tconstruct:cast:0, Cross Guard Cast
tconstruct:cast:0, Bowstring Cast
tconstruct:cast:0, Kama Head Cast
tconstruct:cast:0, Binding Cast
tconstruct:cast:0, Large Plate Cast
tconstruct:cast:0, Shovel Head Cast
tconstruct:cast:0, Sign Plate Cast
tconstruct:cast:0, Sharpening Kit Cast
tconstruct:cast:0, Sword Blade Cast
tconstruct:cast:0, Knife Blade Cast
tconstruct:cast:0, Bowlimb Cast
tconstruct:cast:0, Wide Guard Cast
tconstruct:cast:0, Pan Cast
tconstruct:cast:0, Hammer Head Cast
tconstruct:cast:0, Arrow Head Cast
tconstruct:cast_custom:0, Ingot Cast
tconstruct:cast_custom:1, Nugget Cast
tconstruct:cast_custom:2, Gem Cast
tconstruct:cast_custom:3, Plate Cast
tconstruct:cast_custom:4, Gear Cast
tconstruct:clay_cast:0, item.tconstruct.clay_cast.blank
tconstruct:clay_cast:0, Tough Binding Clay Cast
tconstruct:clay_cast:0, Axe Head Clay Cast
tconstruct:clay_cast:0, Hand Guard Clay Cast
tconstruct:clay_cast:0, Excavator Head Clay Cast
tconstruct:clay_cast:0, Shard Clay Cast
tconstruct:clay_cast:0, Large Sword Blade Clay Cast
tconstruct:clay_cast:0, Tough Tool Rod Clay Cast
tconstruct:clay_cast:0, Pickaxe Head Clay Cast
tconstruct:clay_cast:0, Tool Rod Clay Cast
tconstruct:clay_cast:0, Broad Axe Head Clay Cast
tconstruct:clay_cast:0, Scythe Head Clay Cast
tconstruct:clay_cast:0, Cross Guard Clay Cast
tconstruct:clay_cast:0, Bowstring Clay Cast
tconstruct:clay_cast:0, Kama Head Clay Cast
tconstruct:clay_cast:0, Binding Clay Cast
tconstruct:clay_cast:0, Large Plate Clay Cast
tconstruct:clay_cast:0, Shovel Head Clay Cast
tconstruct:clay_cast:0, Sign Plate Clay Cast
tconstruct:clay_cast:0, Sharpening Kit Clay Cast
tconstruct:clay_cast:0, Sword Blade Clay Cast
tconstruct:clay_cast:0, Knife Blade Clay Cast
tconstruct:clay_cast:0, Bowlimb Clay Cast
tconstruct:clay_cast:0, Wide Guard Clay Cast
tconstruct:clay_cast:0, Pan Clay Cast
tconstruct:clay_cast:0, Hammer Head Clay Cast
tconstruct:clay_cast:0, Arrow Head Clay Cast
tconstruct:stone_torch:0, Stone Torch
tconstruct:stone_ladder:0, Stone Ladder
tconstruct:punji:0, Punji Sticks
tconstruct:rack:0, Item Rack
tconstruct:rack:1, Drying Rack
tconstruct:wood_rail:0, Wooden Rail
tconstruct:wood_rail_trapdoor:0, Wooden Rail with a Trapdoor
tconstruct:wooden_hopper:0, Wooden Hopper
tconstruct:slime_channel:0, Slime Channel
tconstruct:slime_channel:1, Slime Channel
tconstruct:slime_channel:2, Slime Channel
tconstruct:slime_channel:3, Blood Channel
tconstruct:slime_channel:4, Slime Channel
tconstruct:dried_clay:0, Dried Clay
tconstruct:dried_clay:1, Dried Bricks
tconstruct:dried_clay_slab:0, Dried Clay Slab
tconstruct:dried_clay_slab:1, Dried Bricks Slab
tconstruct:dried_clay_stairs:0, Dried Clay Stairs
tconstruct:dried_brick_stairs:0, Dried Bricks Stairs
tconstruct:brownstone:0, Smooth Brownstone
tconstruct:brownstone:1, Rough Brownstone
tconstruct:brownstone:2, Brownstone Paver
tconstruct:brownstone:3, Brownstone Bricks
tconstruct:brownstone:4, Cracked Brownstone Bricks
tconstruct:brownstone:5, Fancy Brownstone Bricks
tconstruct:brownstone:6, Square Brownstone Bricks
tconstruct:brownstone:7, Brownstone Road
tconstruct:brownstone:8, Brownstone Creeperface
tconstruct:brownstone:9, Triangle Brownstone Bricks
tconstruct:brownstone:10, Small Brownstone Bricks
tconstruct:brownstone:11, Brownstone Tiles
tconstruct:brownstone_slab:0, Smooth Brownstone Slab
tconstruct:brownstone_slab:1, Rough Brownstone Slab
tconstruct:brownstone_slab:2, Brownstone Paver Slab
tconstruct:brownstone_slab:3, Brownstone Bricks Slab
tconstruct:brownstone_slab:4, Cracked Brownstone Bricks Slab
tconstruct:brownstone_slab:5, Fancy Brownstone Bricks Slab
tconstruct:brownstone_slab:6, Square Brownstone Bricks Slab
tconstruct:brownstone_slab:7, Brownstone Road Slab
tconstruct:brownstone_slab2:0, Brownstone Creeperface Slab
tconstruct:brownstone_slab2:1, Triangle Brownstone Bricks Slab
tconstruct:brownstone_slab2:2, Small Brownstone Bricks Slab
tconstruct:brownstone_slab2:3, Brownstone Tile Slab
tconstruct:brownstone_stairs_smooth:0, Smooth Brownstone Stairs
tconstruct:brownstone_stairs_rough:0, Rough Brownstone Stairs
tconstruct:brownstone_stairs_paver:0, Brownstone Paver Stairs
tconstruct:brownstone_stairs_brick:0, Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_cracked:0, Cracked Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_fancy:0, Fancy Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_square:0, Square Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_triangle:0, Triangle Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_small:0, Small Brownstone Bricks Stairs
tconstruct:brownstone_stairs_road:0, Brownstone Road Stairs
tconstruct:brownstone_stairs_tile:0, Brownstone Tile Stairs
tconstruct:brownstone_stairs_creeper:0, Brownstone Creeperface Stairs
tconstruct:slimesling:0, Slimesling
tconstruct:slimesling:1, Slimesling
tconstruct:slimesling:2, Slimesling
tconstruct:slimesling:3, Congealed Bloodsling
tconstruct:slimesling:4, Slimesling
tconstruct:slime_boots:0, Slime Boots
tconstruct:slime_boots:1, Slime Boots
tconstruct:slime_boots:2, Slime Boots
tconstruct:slime_boots:3, Congealed Blood Boots
tconstruct:slime_boots:4, Slime Boots
tconstruct:piggybackpack, Piggybackpack
tconstruct:throwball:0, Glowball
tconstruct:throwball:1, EFLN
tconstruct:stone_stick, Stone Rod
tconstruct:fancy_frame:0, Fancy Item Frame
tconstruct:fancy_frame:1, Aluminium Brass Item Frame
tconstruct:fancy_frame:2, Cobalt Item Frame
tconstruct:fancy_frame:3, Ardite Item Frame
tconstruct:fancy_frame:4, Manyullyn Item Frame
tconstruct:fancy_frame:5, Golden Item Frame
tconstruct:fancy_frame:6, Clear Item Frame
tconstruct:moms_spaghetti, Mom's Spaghetti
avaritiarecipemaker:avaritiarecipemakerblock, Avaritia Recipe Factory
avaritiarecipemaker:vanillarecipemakerblock, Vanilla Recipe Factory
bhc:red_heart, Red Heart
bhc:orange_heart, Orange Heart
bhc:green_heart, Green Heart
bhc:blue_heart, Blue Heart
bhc:canister, Canister
bhc:red_heart_canister, Red Heart Canister
bhc:orange_heart_canister, Orange Heart Canister
bhc:green_heart_canister, Green Heart Canister
bhc:blue_heart_canister, Blue Heart Canister
bhc:relic_apple, Relic Apple
bhc:wither_bone, Wither Bone
bhc:heart_amulet, Heart Amulet
betteranimalsplus:wolfhead, item.null.name
betteranimalsplus:wolfhead_1, Wolf Head
betteranimalsplus:wolfhead_2, Wolf Head
betteranimalsplus:wolfhead_3, Wolf Head
betteranimalsplus:wolfhead_4, Wolf Head
betteranimalsplus:wolfhead_5, Wolf Head
betteranimalsplus:wolfhead_6, Wolf Head
betteranimalsplus:coyotehead, item.null.name
betteranimalsplus:coyotehead_1, Coyote Head
betteranimalsplus:foxhead, item.null.name
betteranimalsplus:foxhead_1, Fox Head
betteranimalsplus:foxhead_2, Fox Head
betteranimalsplus:foxhead_3, Fox Head
betteranimalsplus:foxhead_4, Fox Head
betteranimalsplus:boarhead, item.null.name
betteranimalsplus:boarhead_1, Boar Head
betteranimalsplus:boarhead_2, Boar Head
betteranimalsplus:boarhead_3, Boar Head
betteranimalsplus:boarhead_4, Boar Head
betteranimalsplus:bearhead, item.null.name
betteranimalsplus:bearhead_1, Bear Head
betteranimalsplus:bearhead_2, Bear Head
betteranimalsplus:bearhead_3, Bear Head
betteranimalsplus:deerhead, item.null.name
betteranimalsplus:deerhead_1, Deer Head
betteranimalsplus:deerhead_2, Deer Head
betteranimalsplus:deerhead_3, Deer Head
betteranimalsplus:deerhead_4, Deer Head
betteranimalsplus:reindeerhead, item.null.name
betteranimalsplus:reindeerhead_1, Reindeer Head
betteranimalsplus:reindeerhead_2, Reindeer Head
betteranimalsplus:reindeerhead_3, Reindeer Head
betteranimalsplus:reindeerhead_4, Reindeer Head
betteranimalsplus:moosehead, item.null.name
betteranimalsplus:moosehead_1, Moose Head
betteranimalsplus:moosehead_2, Moose Head
betteranimalsplus:moosehead_3, Moose Head
betteranimalsplus:moosehead_4, Moose Head
betteranimalsplus:hirschgeistskull, item.null.name
betteranimalsplus:hirschgeistskull_1, Hirschgeist Skull
betteranimalsplus:venisonraw, Raw Venison
betteranimalsplus:venisoncooked, Cooked Venison
betteranimalsplus:hirschgeistskullwearable, Wearable Hirschgeist Skull
betteranimalsplus:antler, Antler
betteranimalsplus:blubber, Blubber
betteranimalsplus:goatmilk, Goat Milk
betteranimalsplus:goatcheese, Goat Cheese
betteranimalsplus:pheasantraw, Raw Pheasant
betteranimalsplus:pheasantcooked, Cooked Pheasant
betteranimalsplus:wolf_pelt_snowy, Snowy Wolf Pelt
betteranimalsplus:wolf_pelt_timber, Timber Wolf Pelt
betteranimalsplus:wolf_pelt_black, Black Wolf Pelt
betteranimalsplus:wolf_pelt_arctic, Arctic Wolf Pelt
betteranimalsplus:wolf_pelt_brown, Brown Wolf Pelt
betteranimalsplus:wolf_pelt_red, Red Wolf Pelt
betteranimalsplus:wolf_cape_classic, Wolf Cape (Classic)
betteranimalsplus:wolf_cape_timber, Wolf Cape (Timber)
betteranimalsplus:wolf_cape_black, Wolf Cape (Black)
betteranimalsplus:wolf_cape_arctic, Wolf Cape (Arctic)
betteranimalsplus:wolf_cape_brown, Wolf Cape (Brown)
betteranimalsplus:wolf_cape_red, Wolf Cape (Red)
betteranimalsplus:bear_skin_brown, Brown Bear Skin
betteranimalsplus:bear_skin_black, Black Bear Skin
betteranimalsplus:bear_skin_kermode, Kermode Bear Skin
betteranimalsplus:bear_cape_brown, Bear Cape (Brown)
betteranimalsplus:bear_cape_black, Bear Cape (Black)
betteranimalsplus:bear_cape_kermode, Bear Cape (Kermode)
betteranimalsplus:crab_meat_raw, Raw Crab Meat
betteranimalsplus:crab_meat_cooked, Cooked Crab Meat
betteranimalsplus:record_crab_rave, Music Disc
betteranimalsplus:record_walrus, Music Disc
betteranimalsplus:pheasant_egg, Pheasant Egg
betteranimalsplus:turkey_egg, Turkey Egg
betteranimalsplus:goose_egg, Goose Egg
betteranimalsplus:golden_goose_egg, Golden Goose Egg
betteranimalsplus:turkey_leg_raw, Raw Turkey Leg
betteranimalsplus:turkey_leg_cooked, Cooked Turkey Leg
betteranimalsplus:eel_meat_raw, Raw Eel Meat
betteranimalsplus:eel_meat_cooked, Cooked Eel Meat
betteranimalsplus:fried_egg, Fried Egg
betteranimalsplus:advancement_icon_jellyfish, item.betteranimalsplus.advancement_icon_jellyfish.name
betteranimalsplus:advancement_icon_jellyfish_cross, item.betteranimalsplus.advancement_icon_jellyfish_cross.name
betteranimalsplus:advancement_icon_goat, item.betteranimalsplus.advancement_icon_goat.name
betteranimalsplus:advancement_icon_shark, item.betteranimalsplus.advancement_icon_shark.name
betteranimalsplus:advancement_icon_lamprey, item.betteranimalsplus.advancement_icon_lamprey.name
betteranimalsplus:advancement_icon_squirrel, item.betteranimalsplus.advancement_icon_squirrel.name
betteranimalsplus:advancement_icon_badger, item.betteranimalsplus.advancement_icon_badger.name
betteranimalsplus:advancement_icon_succening, item.betteranimalsplus.advancement_icon_succening.name
betteranimalsplus:trillium, Trillium
betteranimalsplus:handoffate, Hand Of Fate
betteranimalsplus:turkey_raw, Raw Turkey
betteranimalsplus:turkey_cooked, Cooked Turkey
bewitchment:cypress_door, Cypress Door
bewitchment:elder_door, Elder Door
bewitchment:juniper_door, Juniper Door
bewitchment:dragons_blood_door, Dragon's Blood Door
bewitchment:silver_helmet, Silver Helmet
bewitchment:silver_chestplate, Silver Chestplate
bewitchment:silver_leggings, Silver Leggings
bewitchment:silver_boots, Silver Boots
bewitchment:cold_iron_helmet, Cold Iron Helmet
bewitchment:cold_iron_chestplate, Cold Iron Chestplate
bewitchment:cold_iron_leggings, Cold Iron Leggings
bewitchment:cold_iron_boots, Cold Iron Boots
bewitchment:witches_cowl, Witches' Cowl
bewitchment:witches_hat, Witches' Hat
bewitchment:witches_robes, Witches' Robes
bewitchment:witches_pants, Witches' Pants
bewitchment:besmirched_hood, Besmirched Hood
bewitchment:besmirched_hat, Besmirched Hat
bewitchment:besmirched_robes, Besmirched Robes
bewitchment:besmirched_pants, Besmirched Pants
bewitchment:alchemist_hood, Alchemist's Hood
bewitchment:alchemist_hat, Alchemist's Hat
bewitchment:alchemist_robes, Alchemist's Robes
bewitchment:alchemist_pants, Alchemist's Pants
bewitchment:green_witch_hood, Hedgewitches' Hood
bewitchment:green_witch_hat, Hedgewitches' Hat
bewitchment:green_witch_robes, Hedgewitches' Robes
bewitchment:green_witch_pants, Hedgewitches' Pants
bewitchment:silver_sword, Silver Sword
bewitchment:silver_pickaxe, Silver Pickaxe
bewitchment:silver_axe, Silver Axe
bewitchment:silver_shovel, Silver Shovel
bewitchment:silver_hoe, Silver Hoe
bewitchment:cold_iron_sword, Cold Iron Sword
bewitchment:cold_iron_pickaxe, Cold Iron Pickaxe
bewitchment:cold_iron_axe, Cold Iron Axe
bewitchment:cold_iron_shovel, Cold Iron Shovel
bewitchment:cold_iron_hoe, Cold Iron Hoe
bewitchment:athame, Athame
bewitchment:boline, Boline
bewitchment:cleaver_sword, Cleaver Blade
bewitchment:broom, Broom
bewitchment:cypress_broom, Cypress Broom
bewitchment:elder_broom, Elder Broom
bewitchment:juniper_broom, Juniper Broom
bewitchment:dragons_blood_broom, Dragon's Blood Broom
bewitchment:waystone, Waystone
bewitchment:focal_chalk, Focal Chalk
bewitchment:ritual_chalk, Ritual Chalk
bewitchment:fiery_chalk, Fiery Chalk
bewitchment:phasing_chalk, Phasing Chalk
bewitchment:caduceus, Caduceus
bewitchment:leonards_wand, Leonard's Wand
bewitchment:thyrsus, Thyrsus
bewitchment:silver_arrow, Silver Arrow
bewitchment:cold_iron_arrow, Cold Iron Arrow
bewitchment:girdle_of_the_dryads, Girdle of the Dryads
bewitchment:hellish_bauble, Hellish Bauble
bewitchment:fortunes_favor, Fortune's Favor
bewitchment:horseshoe, Horseshoe
bewitchment:nazar, Nazar
bewitchment:token_of_remedies, Token of Remedies
bewitchment:hecates_visage, Hecate's Visage
bewitchment:triskelion, Triskelion Amulet
bewitchment:vampiric_amulet, Vampiric Amulet
bewitchment:gluttons_sash, Gluttons Sash
bewitchment:grimoire_magia, Grimoire Magia
bewitchment:bastards_grimoire, Bastardus Grimoira
bewitchment:juniper_key, Juniper Key
bewitchment:juniper_key_ring, Juniper Keyring
bewitchment:bottled_frostfire, Bottled Frostfire
bewitchment:bottled_hellfire, Bottled Hellfire
bewitchment:bone_needle, Bone Needle
bewitchment:taglock, Taglock
bewitchment:amethyst, Amethyst
bewitchment:garnet, Garnet
bewitchment:opal, Opal
bewitchment:silver_ingot, Silver Ingot
bewitchment:cold_iron_ingot, Cold Iron Ingot
bewitchment:silver_nugget, Silver Nugget
bewitchment:cold_iron_nugget, Cold Iron Nugget
bewitchment:salt, Salt
bewitchment:cold_iron_plate, Cold Iron Plate
bewitchment:silver_plate, Silver Plate
bewitchment:hidden_bat, item.bewitchment.hidden_bat.name
bewitchment:unfired_jar, Unfired Jar
bewitchment:empty_jar, Empty Jar
bewitchment:oak_spirit, Oak Spirit
bewitchment:spruce_heart, Spruce Heart
bewitchment:birch_soul, Birch Soul
bewitchment:cloudy_oil, Cloudy Oil
bewitchment:acacia_resin, Acacia Resin
bewitchment:ebb_of_death, Ebb of Death
bewitchment:droplet_of_wisdom, Droplet of Wisdom
bewitchment:liquid_witchcraft, Liquid Witchcraft
bewitchment:essence_of_vitality, Essence of Vitality
bewitchment:cleansing_balm, Cleansing Balm
bewitchment:demonic_elixir, Demonic Elixir
bewitchment:fiery_unguent, Fiery Unguent
bewitchment:swirl_of_depths, Swirl of the Depths
bewitchment:oil_of_vitriol, Oil of Vitriol
bewitchment:otherworldly_tears, Otherworldly Tears
bewitchment:heaven_extract, Heaven Extract
bewitchment:stone_ichor, Stone Ichor
bewitchment:diabolical_vein, Diabolical Vein
bewitchment:pure_filament, Pure Filament
bewitchment:witches_stitching, Witches' Stitching
bewitchment:sanguine_cloth, Sanguine Cloth
bewitchment:spirit_string, Spirit String
bewitchment:golden_thread, Golden Thread
bewitchment:poppet, Poppet
bewitchment:poppet_binding, Poppet of Binding
bewitchment:poppet_clumsy, Poppet of Clumsiness
bewitchment:poppet_deathprotection, Death Protection Poppet
